seed,prior_name,coordinate,is_active,theta_true_j,map_mean_j,posterior_sd_j,radius,log_prior_mass,log_post_mass,prior_mass,post_mass,log_mass_ratio,mass_ratio,hessian_condition_number,hessian_status,optimisation_status,hessian_device,covariance_device,linear_algebra_fallback,device_used,cuda_available,gpu_name
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.00013043213867190053,-8.251640725374168,-6.845830457584918,0.0002608302552166153,0.0010638823605321334,1.4058102677892501,4.078830347532331,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.00018047217668271703,-7.926967224063486,-6.521106837248232,0.00036087922078897883,0.0014720388928546686,1.4058603868152542,4.079034779659511,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0002497099786006541,-7.602312918145759,-6.196383142309926,0.0004992952678127826,0.0020367840882774897,1.4059297758358333,4.07931782970795,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0003455107294592218,-7.277685170637281,-5.871659304554881,0.0006907827585755922,0.002818193211382565,1.4060258660824,4.079709831197489,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.00047806525330073803,-6.953094168210774,-5.5469351934061795,0.0009556735594739017,0.0038993898242549916,1.4061589748045948,4.080252912303659,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0006614740641230146,-6.628554003432354,-5.222210558945827,0.0013220734181456082,0.005395389108586259,1.4063434444865273,4.081005664688457,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0009152473108773893,-6.3040841712353,-4.89748492296525,0.001828820288249932,0.007465335372850357,1.4065992482700498,4.082049734910925,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0012663801734674035,-5.979711637668797,-4.572757370877181,0.002529555615623735,0.010329438321246104,1.4069542667916162,4.0834991954502184,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0017522244804127837,-5.655473698791559,-4.248026155144006,0.003498315546403896,0.014292417099197431,1.4074475436475522,4.085513987978976,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0024244620170823282,-5.331421929618574,-3.9232879426789653,0.004837186980377271,0.01977596549146169,1.4081339869396086,4.088319424426981,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,0.0033546021859540433,-5.007627635142425,-3.598536398281409,0.006686747909986579,0.027363742774190274,1.4090912368610162,4.092234841592106,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
