seed,dimension,epsilon,tau,family,objective,learned_means,learned_scales,learned_weights,learned_weight_component_2,device_used,cuda_available,gpu_name,training_device,evaluation_device,eval_batch_size,gpu_memory_allocated_mb,gpu_memory_reserved_mb
2,10,0.01,0.05,diagonal_gaussian,exclusive_kl,"[1.5077965705340906,1.4921429714547894,1.4990488993936126,1.4972750732595126,1.5066866749058916,1.5027629837071914,1.504390996165568,1.5077919689290091,1.490885138435141,1.4892759859717197]","[0.9945533994262651,1.0059507358234858,1.0032242202468378,1.0034559165714858,1.0108483904710737,0.9984223911221588,0.9985956494588497,1.000104477797315,0.9967570941024405,1.0002326811147053]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.490414311137028,1.4951765269019532,1.5015785794295686,1.5105637006370947,1.5074634743362316,1.491380047903858,1.4994024167599294,1.5000602553223352,1.5012730254845204,1.5093266434062242],[0.0006857510967660797,0.0006610646836269824,-0.0010439707556397899,0.003091914950922817,-0.0005149664905376215,-0.0015598892777682085,-0.0005141606967216234,-0.00022050951454905004,0.0025459108702224637,-0.0012382032837107793]]","[[1.0067327420241747,0.9989104361662622,1.0029418498802984,1.0061017947827509,0.9994808438491012,0.9982843314509868,0.9991827131769562,0.9904227868760787,1.0066341427431031,1.0059639621294603],[0.05003086990224259,0.05044684153132081,0.0503618288647087,0.04940598486346576,0.05032174788692431,0.04975656683184395,0.05023500662181174,0.0496735810421956,0.050003827594951894,0.04960110851447434]]","[0.9900281751328371,0.009971824867162882]",0.009971824867162882,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.05,diagonal_gaussian,inclusive_kl,"[1.4881521903895671,1.4849916189958228,1.4867557742758257,1.4951226777997124,1.4971263970442061,1.4779937385232633,1.475090764144271,1.4829252043032406,1.483049708786374,1.495330191513282]","[0.9932831357714074,1.002577937305776,1.010732176785586,1.0107543597358053,1.0071863903375284,0.9959717572012897,0.9975433594226361,1.0085048172700228,1.0107124336599052,1.009121429429429]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.501508212539076,1.4982691874477612,1.500038225392101,1.5085130730704,1.5105856353003302,1.4911908720086182,1.4883384101624026,1.496202877633231,1.4962984220149318,1.5087146530166444],[-0.002894071693214293,-0.0019000204225876841,0.007418052302173341,-0.0009561197653248157,-0.00424846737548811,0.006680094789344979,-0.007297130973691239,-0.002567688683426594,0.007862821931858489,-0.001331150537084821]]","[[0.9876750853432077,0.9972100061664009,1.005310771999976,1.005219387234908,1.0015956806745605,0.990603111595279,0.992069911770845,1.0030085121046302,1.0054332050278172,1.0035993719578837],[0.05174000528037128,0.0493410380254265,0.04915633156138537,0.049725541593178824,0.049467683996115216,0.05163559760765487,0.05027458622925377,0.04909439938261285,0.05098006135092502,0.05014004013847289]]","[0.9903549522800998,0.009645047719900138]",0.009645047719900138,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.1,diagonal_gaussian,exclusive_kl,"[1.5077965705340906,1.4921429714547894,1.4990488993936126,1.4972750732595126,1.5066866749058916,1.5027629837071914,1.504390996165568,1.5077919689290091,1.490885138435141,1.4892759859717197]","[0.9945533994262651,1.0059507358234858,1.0032242202468378,1.0034559165714858,1.0108483904710737,0.9984223911221588,0.9985956494588497,1.000104477797315,0.9967570941024405,1.0002326811147053]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4904142956945763,1.4951764615994765,1.5015786656222168,1.5105636496161474,1.5074634770637998,1.491380045121207,1.4994024567954751,1.5000603008537823,1.501273055867499,1.5093267183975934],[0.0014115034538530332,-0.0003918163293241614,2.9486657187074923e-05,0.0027232954872727618,-0.0002611754140749397,1.4483999773296408e-05,-0.001192984423853832,-0.00026010267743354737,-0.00027389400377103666,-0.0012424596970353602]]","[[1.0067327187314696,0.9989104447843906,1.0029418608889067,1.0061018249697642,0.9994807994931391,0.9982843169799848,0.9991826453058068,0.990422759726875,1.0066342008735196,1.0059639789905848],[0.10006958242088779,0.10087603758763092,0.10071245948644596,0.09883351003554942,0.10067623595941766,0.09951746952338977,0.10043913329330653,0.099341129160686,0.09998456338045253,0.09922246191588459]]","[0.990017886155181,0.009982113844818903]",0.009982113844818903,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.1,diagonal_gaussian,inclusive_kl,"[1.4881500881514547,1.485015863623223,1.4867815929287849,1.4951203055631637,1.497109244928731,1.4780153919935504,1.4750491940262411,1.4829177760322558,1.4830743946763936,1.495358594348721]","[0.9933215738038882,1.0025642373691357,1.0107258099895025,1.0107907201914221,1.0072419898642553,0.9959775597468835,0.997629621119883,1.008538945044436,1.0107152797279002,1.0091162251890542]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5015082125115047,1.498269187503586,1.5000382253955364,1.5085130729247151,1.510585635163387,1.4911908720141014,1.4883384101693247,1.4962028775932894,1.4962984219817852,1.5087146530164164],[-2.7762325259640208e-05,0.005569514984344726,0.0056424423667378095,-0.0002043253791265215,-0.0036846421852513,0.004157018372663484,-0.008366820854111836,-0.0015282928532561332,0.003679542255058498,0.00638834050697874]]","[[0.9876750853888733,0.997210006124479,1.0053107720112575,1.0052193872261084,1.0015956806771504,0.9906031116075857,0.9920699117777282,1.0030085122327845,1.0054332050285157,1.0035993719678789],[0.1031890490867218,0.09876576602901412,0.0980870689978839,0.09933278354846496,0.0988964373433567,0.10315214155111621,0.10025397989022128,0.09800320503599846,0.10135170141156034,0.0998657476680567]]","[0.9903549523043721,0.009645047695627941]",0.009645047695627941,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.05,diagonal_gaussian,exclusive_kl,"[1.5077965705340906,1.4921429714547894,1.4990488993936126,1.4972750732595126,1.5066866749058916,1.5027629837071914,1.504390996165568,1.5077919689290091,1.490885138435141,1.4892759859717197]","[0.9945533994262651,1.0059507358234858,1.0032242202468378,1.0034559165714858,1.0108483904710737,0.9984223911221588,0.9985956494588497,1.000104477797315,0.9967570941024405,1.0002326811147053]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4904150633451199,1.4951761121610168,1.5015775373780689,1.510564375183707,1.5074635198670756,1.4913798194429237,1.499401662178551,1.500059622701335,1.5012725979575317,1.5093245717865327],[0.0007453447325851645,0.0007034110048210059,-0.0010101688783510415,0.00315648457135329,-0.0005701121368040191,-0.0015781496558926824,-0.0005234932340639031,-0.00019802695854370818,0.0025631071659287584,-0.0012651782127095065]]","[[1.0067325840895611,0.9989106540119399,1.002942328538378,1.0061006712074492,0.9994811527367963,0.9982841522147451,0.999183506214889,0.9904239503899398,1.0066333014374254,1.005963719944203],[0.05003248613974723,0.05045430482780418,0.050369313158592055,0.049400579967157854,0.05030662952423992,0.0497555352527587,0.05025405376283805,0.04967838382182671,0.0500062134615936,0.049593380466630685]]","[0.9501576476530432,0.04984235234695679]",0.04984235234695679,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.05,diagonal_gaussian,inclusive_kl,"[1.4192570122117167,1.4177606919739718,1.4262755662074407,1.4312054694920318,1.4226644487520346,1.4180854269204128,1.4266661759749124,1.434159648851491,1.4362207495574368,1.4276242940891306]","[1.021322662375479,1.0325867053329743,1.0311818111554671,1.0348363013071014,1.0209965049211984,1.0259628493531372,1.0281544426024203,1.0296192361617806,1.0273843047143707,1.016351021482072]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4926449127073638,1.4908278628010818,1.4998838196571982,1.5047268010727912,1.496173043032949,1.491265544667203,1.5002219400644488,1.5081603698026766,1.510468839528704,1.501363823835376],[-0.007154490877595057,-0.0008988222381449172,0.003467220569505409,-0.0026121306156652656,-0.0030481845905815774,-0.0046692474515396,0.0007342630756226575,0.002177192491867092,-0.0037113350605730523,-0.0029024594888813365]]","[[0.9939268150548836,1.005989367391189,1.0033487736268472,1.0072838594394342,0.9933240189668199,0.9987853725324528,1.0000350105174256,1.001557649925302,0.9991438430601493,0.9881993603829967],[0.0505834226362679,0.04992032240461989,0.04990909378089333,0.05017181416847638,0.05020760025452133,0.05065702586125168,0.04991402037977628,0.04988964311741633,0.05042319279304046,0.0505208324579925]]","[0.9508918376043696,0.04910816239563052]",0.04910816239563052,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.1,diagonal_gaussian,exclusive_kl,"[1.5077965705340906,1.4921429714547894,1.4990488993936126,1.4972750732595126,1.5066866749058916,1.5027629837071914,1.504390996165568,1.5077919689290091,1.490885138435141,1.4892759859717197]","[0.9945533994262651,1.0059507358234858,1.0032242202468378,1.0034559165714858,1.0108483904710737,0.9984223911221588,0.9985956494588497,1.000104477797315,0.9967570941024405,1.0002326811147053]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4904144178917662,1.495177189661328,1.5015774641944897,1.5105648181221167,1.5074631990717942,1.4913796955852063,1.4994019021747071,1.500059512001187,1.5012726911566259,1.509324912661759],[0.0012465899935072754,-0.0004860303756099472,-2.2542640179659597e-05,0.0027740482099180403,-7.305123496411498e-05,-2.4788923639450927e-06,-0.0011678997601897835,-0.0002714063924467353,-0.0002779348623976384,-0.0012529112383068966]]","[[1.006732859595498,0.9989105238713722,1.0029420350898912,1.0061010525657776,0.9994812160152321,0.9982842487833203,0.9991836705681123,0.9904231126069093,1.0066337676222945,1.0059636631147186],[0.10007389839330937,0.1008917707013863,0.10072853211935665,0.0988205770811577,0.10064838279158873,0.0995145346276443,0.10047805862123373,0.09934887581860542,0.09998686702450166,0.09920871169986462]]","[0.9500251807790677,0.049974819220932304]",0.049974819220932304,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.1,diagonal_gaussian,inclusive_kl,"[1.419085270090829,1.4178428040206414,1.4262667073644044,1.4313307259428418,1.4225679748994422,1.418021679918257,1.426721943577653,1.4342047814151686,1.436130135908037,1.4276083188608164]","[1.02175824405988,1.0326380638553885,1.0313639505874244,1.03483832959539,1.0213152593318113,1.0262326562616197,1.0282545358122266,1.0297340760190687,1.0276823385600231,1.0165694667926328]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4926449130059636,1.4908278631179133,1.499883819978082,1.504726801515062,1.4961730433699234,1.491265544991713,1.5002219401939463,1.5081603700521664,1.5104688397331782,1.501363824128902],[-0.008448716044875699,-0.002391473636739244,0.004664567145086412,0.0044566475192684436,-0.008563671187345754,-0.006278304573463552,-0.0006976386195590543,0.00723807634607534,-0.0016211439472949565,-0.0002731071221133769]]","[[0.9939268149334948,1.0059893672246811,1.0033487735144122,1.0072838593329703,0.9933240187736482,0.9987853724070955,1.0000350104361546,1.0015576498561227,0.9991438430491127,0.9881993602203716],[0.1011243421723132,0.0997951020778936,0.09982438649128038,0.10008854055442097,0.10029942517489392,0.10130172616496785,0.09938250262741088,0.09983402600287496,0.10065765027603173,0.10101267928370661]]","[0.9508918376308001,0.04910816236919982]",0.04910816236919982,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.05,diagonal_gaussian,exclusive_kl,"[1.5077965705340906,1.4921429714547894,1.4990488993936126,1.4972750732595126,1.5066866749058916,1.5027629837071914,1.504390996165568,1.5077919689290091,1.490885138435141,1.4892759859717197]","[0.9945533994262651,1.0059507358234858,1.0032242202468378,1.0034559165714858,1.0108483904710737,0.9984223911221588,0.9985956494588497,1.000104477797315,0.9967570941024405,1.0002326811147053]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4904147108064747,1.4951757047188188,1.501577244934559,1.5105657453216135,1.5074614908351698,1.4913792111290742,1.4994026520682298,1.5000591541075956,1.5012724782093139,1.5093235559760287],[0.0007470338614375064,0.0007038581921408876,-0.001012908254640426,0.0031627900387708663,-0.0005730584487181628,-0.0015829376238234662,-0.0005254199088395734,-0.00020013567063943623,0.0025645989745197847,-0.001268184112936225]]","[[1.0067323319176844,0.9989105416112855,1.0029432188811696,1.0060989686299568,0.9994812576695947,0.9982833919192385,0.9991846875949552,0.9904240027712192,1.0066327113573779,1.0059645060927682],[0.0500331213358871,0.0504547633340523,0.050369237592521855,0.049399916471192046,0.05030691632371113,0.04975552084972531,0.05025448542792721,0.04967805070835293,0.05000616410869702,0.049593778093009334]]","[0.9005541184030713,0.09944588159692859]",0.09944588159692859,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.05,diagonal_gaussian,inclusive_kl,"[1.3506909345866738,1.356162153232827,1.3550378584693723,1.347560665907188,1.3475148664390428,1.3489778115716327,1.3537411085808755,1.3562410803854923,1.3540186986481586,1.3505966780710887]","[1.0406332783930239,1.0522592641762691,1.0550978310451096,1.0428215256516715,1.045984992614618,1.049615101825671,1.0501360876494419,1.0538641956919303,1.0488413162075345,1.0517906166188118]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4991764043147202,1.5048313687788941,1.503708700666455,1.495461016708262,1.4958076495502,1.4972605591812818,1.5022654603989372,1.5052041739526325,1.5028974147597018,1.4991941156295217],[-0.002807169987172124,0.003794343166789782,-0.004068676501599763,-0.006852375233257906,0.0014920160738194279,0.0005111333343949581,-0.00132035127890382,0.003724316691078032,-0.004210349172873984,0.0017354604190815315]]","[[0.9899076602905436,1.002380546827531,1.0048568546604597,0.9924709968780734,0.9958564845881088,0.9994939161668384,1.0014501173651185,1.0038929947549693,0.9976986367775355,1.002221964058705],[0.04974288230768312,0.04986078705498341,0.04980165251672929,0.05090291189043225,0.05059741068770026,0.04965330741248724,0.049791501859149045,0.05078899055008667,0.05095275684045856,0.051056784991553715]]","[0.9018260723310314,0.09817392766896872]",0.09817392766896872,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.1,diagonal_gaussian,exclusive_kl,"[1.5077965705340906,1.4921429714547894,1.4990488993936126,1.4972750732595126,1.5066866749058916,1.5027629837071914,1.504390996165568,1.5077919689290091,1.490885138435141,1.4892759859717197]","[0.9945533994262651,1.0059507358234858,1.0032242202468378,1.0034559165714858,1.0108483904710737,0.9984223911221588,0.9985956494588497,1.000104477797315,0.9967570941024405,1.0002326811147053]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.490414842564713,1.495178348600723,1.5015763879444977,1.5105648549708515,1.5074666753921426,1.4913824767691959,1.4993997596206137,1.5000573845362504,1.5012720120192362,1.5093188406163491],[0.0012415703439914655,-0.0004948402304573568,-2.4049044087909403e-05,0.0027708678874703812,-6.860519667381158e-05,-1.4449217627228667e-06,-0.0011703521037924884,-0.0002686485189612953,-0.000283042109554821,-0.0012530162885546893]]","[[1.006732840651383,0.9989102150501274,1.0029403394003364,1.0061015499148689,0.9994813717079318,0.998285908441416,0.999183122114079,0.9904256585530532,1.0066327717227963,1.005960943816159],[0.10007277658459629,0.10089194213768606,0.10072783617396518,0.09881944672099878,0.1006462150093549,0.09951605832099016,0.10048194085266896,0.09934881997777326,0.0999875046548488,0.099205328545959]]","[0.9001168285126596,0.09988317148734027]",0.09988317148734027,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.1,diagonal_gaussian,inclusive_kl,"[1.350605443316263,1.3562370546506508,1.3551911790774882,1.3476512421191797,1.347336855305212,1.3489171716712582,1.353819390573213,1.3561979903460015,1.353795097220001,1.3503794453877216]","[1.041118536307677,1.0525041059096019,1.0552317759502174,1.0430596387719075,1.046582130140203,1.0500254187357236,1.0503997982359994,1.0542897276343823,1.0495059182609103,1.0524368370262267]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4991764042925664,1.5048313687530839,1.5037087006397605,1.4954610166936713,1.4958076495214123,1.4972605591546575,1.5022654603656749,1.5052041739216908,1.5028974147351783,1.4991941156029434],[-0.0015341978825637187,0.004618518464426778,-0.0024345473950231427,-0.004538456861180937,0.0005692502263294355,-0.005969359503782086,-0.0012458559618504506,0.0029865920988728844,-0.0017880323117563403,0.0034290314051924568]]","[[0.9899076602977624,1.0023805468373597,1.0048568546752563,0.9924709968856378,0.9958564846001597,0.9994939161749176,1.0014501173715833,1.0038929947675996,0.9976986367891526,1.002221964066387],[0.09924488414966441,0.09972262664297227,0.09961878958126323,0.10132950063868104,0.10119830726718428,0.0992947381471768,0.09947850159485863,0.10145037280199984,0.10186691088349632,0.10208967259865544]]","[0.9018260723401355,0.09817392765986455]",0.09817392765986455,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.05,diagonal_gaussian,exclusive_kl,"[1.5013815686937118,1.4954501134250051]","[0.9972940408370169,1.0047466112294088]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.494891437642641,1.491988254802749],[-0.0028339067439253456,0.00147411219677266]]","[[0.9943823263418168,0.9920725410270173],[0.049677776494915435,0.04977921211108625]]","[0.9901161892448634,0.009883810755136533]",0.009883810755136533,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.05,diagonal_gaussian,inclusive_kl,"[1.4777923356543643,1.4846567210796127]","[1.006775609903602,1.0086473879476148]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.494805755298178,1.5015240019289433],[-0.01315105030285687,-0.0019952963500558998]]","[[0.999753862096216,1.0016685307797895],[0.05049332141219473,0.050200611840061346]]","[0.9898157616911417,0.010184238308858316]",0.010184238308858316,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.1,diagonal_gaussian,exclusive_kl,"[1.4982897144347576,1.4906164488573674]","[0.9985751415514976,1.0060000704702008]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.495013668814911,1.4921976742916698],[8.690091105010474e-05,-0.006301419990555002]]","[[0.9942843272723826,0.9919390750109167],[0.09708913854586336,0.1028699926436278]]","[0.990152775635826,0.009847224364174062]",0.009847224364174062,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.1,diagonal_gaussian,inclusive_kl,"[1.4776801097195655,1.4846584392508133]","[1.0069606011903474,1.0086776174457055]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4945207830477014,1.5011698817529247],[-0.03029346756403973,-0.003249896922663878]]","[[0.9998326735247941,1.0017590537926027],[0.10236847508776879,0.09837609050499783]]","[0.9898676200219028,0.010132379978097215]",0.010132379978097215,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.05,diagonal_gaussian,exclusive_kl,"[1.4984912931590235,1.4908069911921649]","[0.9981062320930406,1.0092230601137253]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4956072038481676,1.4923698841628399],[0.00109865477590793,0.0009076720600299197]]","[[0.9939428053426334,0.9918515855209616],[0.05014681672293211,0.05032491439878957]]","[0.9496044629696838,0.05039553703031623]",0.05039553703031623,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.05,diagonal_gaussian,inclusive_kl,"[1.4213255058620422,1.4284371881195281]","[1.0262918304538413,1.032610630317767]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4969333463142889,1.5040041523228707],[-0.0026576728362669726,-0.005742084209176941]]","[[0.9977099902346044,1.003882125769204],[0.049699151333386815,0.04984596136331803]]","[0.9492811302496548,0.05071886975034516]",0.05071886975034516,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.1,diagonal_gaussian,exclusive_kl,"[1.4861231150339662,1.4843907216755399]","[1.0037411107629701,1.0096132765499028]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4951731020886914,1.4922107747076538],[-0.0018127397815081905,-0.0016872245355067368]]","[[0.9942097985761927,0.9919588773265909],[0.09855516823579137,0.10161585494237899]]","[0.9493541465290806,0.05064585347091938]",0.05064585347091938,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.1,diagonal_gaussian,inclusive_kl,"[1.4211990936229915,1.4283589635774208]","[1.0266363521586326,1.0329010034934873]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.496729229376861,1.5037735959829521],[-0.007516397130339104,0.002020114330567605]]","[[0.9978191256342774,1.0038840934016264],[0.09912936222074892,0.09920892529556975]]","[0.9493780683608439,0.050621931639155945]",0.050621931639155945,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.05,diagonal_gaussian,exclusive_kl,"[1.4960722475978014,1.4874495280052864]","[0.9993313163948278,1.0119142053701289]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4957583580219096,1.4920994671797698],[0.0018019093784272374,-0.0008815271254570691]]","[[0.9938822379286936,0.992087480085171],[0.05026266122560168,0.05007335133421701]]","[0.8997702247188728,0.10022977528112727]",0.10022977528112727,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.05,diagonal_gaussian,inclusive_kl,"[1.3380502710898354,1.348188482527791]","[1.04816726261963,1.0508804781143686]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4905297846669845,1.5019017059255406],[-0.0005025151849833906,-0.0010638407177533016]]","[[0.9983638091671537,0.9984347255880621],[0.05028236976425115,0.04983247504038917]]","[0.8983062611444899,0.10169373885551017]",0.10169373885551017,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.1,diagonal_gaussian,exclusive_kl,"[1.4781361002208748,1.4799317264764578]","[1.007186902663393,1.0119106995855782]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4956257668499504,1.4925275472002366],[-0.0028394107222031043,0.0010859179337880734]]","[[0.9939714442963525,0.9918273191508347],[0.09932558290817771,0.10097183444794149]]","[0.8997165968828471,0.10028340311715289]",0.10028340311715289,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.1,diagonal_gaussian,inclusive_kl,"[1.3380832042359039,1.348088438175218]","[1.0485098510751922,1.0513939437794115]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,2,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4901665806345916,1.501625143991189],[0.0047249322505158115,-0.007945715529452443]]","[[0.9985305838402457,0.9985301818144484],[0.10038526113036195,0.09896349521761326]]","[0.8985380365592638,0.10146196344073617]",0.10146196344073617,cpu,False,,cpu,cpu,65536,0.0,0.0
3,10,0.01,0.05,diagonal_gaussian,exclusive_kl,"[1.50630727173431,1.5039609012317683,1.5037703854017843,1.5047592034371822,1.505449623491785,1.491650945423328,1.5027479117978788,1.5049255171504374,1.4982497379741224,1.5005621356310475]","[0.9975224783452645,0.9914884236004822,1.0032275304868843,1.0042502044775794,1.0139079922180163,0.9963254626041175,1.0017606960446623,1.005929349734252,1.00012021056791,1.002844106286869]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,10,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4983505010516949,1.4958122400833722,1.5048228075366825,1.4952017728019051,1.5015164488027504,1.4877722773778108,1.4966673922732383,1.5086080584581774,1.4996398471200914,1.4978015391515258],[0.00015669711268589867,-0.002181161030115878,-0.0006268240028689259,-0.001043030424078644,0.0021797669414155736,-0.0016544052009196915,-0.0007279618106880582,0.0009315349835191595,-0.0005383572465166597,-0.0027764139516392723]]","[[1.001275560186449,0.998721541279587,1.0008730519029878,0.9939674963343519,1.0027114524561942,1.0010671139857383,0.9970691317117979,1.0064452225982368,1.0017525307053268,1.0036409988960941],[0.049575239343335895,0.04961138998164919,0.050696212501547495,0.049811325770413424,0.05006150706719571,0.04955581721146108,0.0500108249923125,0.05029051813031174,0.05010700704316766,0.05006475478545292]]","[0.9900329733880181,0.009967026611981775]",0.009967026611981775,cpu,False,,cpu,cpu,65536,0.0,0.0
3,10,0.01,0.05,diagonal_gaussian,inclusive_kl,"[1.4800318879429832,1.4853292632762631,1.477276723979185,1.4808101479827156,1.4912612179521412,1.4867185848983167,1.4838226227431983,1.4922175146414671,1.4961048041474656,1.480186119648869]","[0.9998064903635681,1.00707318085091,1.001593603098051,1.0021329998204043,1.0019485508639627,1.008303272693741,1.011185852788173,1.0001024305542852,0.9985549640834539,1.000799883377492]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
3,10,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4935562706527579,1.4989541343968187,1.4908107217968207,1.4943356161591164,1.5049165460974827,1.5003245857731413,1.497433458512883,1.5059965381303202,1.5098009199476115,1.4937074809096655],[0.008217401338695965,-0.003821033982799505,-0.011757138640848782,0.0103995093139534,-0.0034330736093098097,-0.0007678805398616857,-0.002696521112738051,-0.009615229225347273,0.0037830938591480344,0.00039511629286857595]]","[[0.9943789285259415,1.0015300629666755,0.9961999859774355,0.996696549341105,0.9962810101758012,1.0027438340772978,1.0057085331460165,0.9944740830595311,0.9928686143727469,0.9954047276701267],[0.050977341135783553,0.05236913742687259,0.0487850786410311,0.0497811829100731,0.049238272642806315,0.05034115049287642,0.05017730289701563,0.049855231685739174,0.04983621066423856,0.05053770679060127]]","[0.9904351777161738,0.009564822283826265]",0.009564822283826265,cpu,False,,cpu,cpu,65536,0.0,0.0
3,10,0.01,0.1,diagonal_gaussian,exclusive_kl,"[1.50630727173431,1.5039609012317683,1.5037703854017843,1.5047592034371822,1.505449623491785,1.491650945423328,1.5027479117978788,1.5049255171504374,1.4982497379741224,1.5005621356310475]","[0.9975224783452645,0.9914884236004822,1.0032275304868843,1.0042502044775794,1.0139079922180163,0.9963254626041175,1.0017606960446623,1.005929349734252,1.00012021056791,1.002844106286869]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
