a_p,a_q,alpha,r,p_mass,q_mass,local_mass_ratio,local_rekl_q_p,local_rekl_p_q,normalised_local_rekl_q_p,normalised_local_rekl_p_q,estimated_MI_p,estimated_MI_q,theoretical_MI_p,theoretical_MI_q,estimated_slope_p,estimated_slope_q,slope_points_p,slope_points_q,mi_preserved_theoretical,mi_preserved_estimated,metrics_match_theoretical_classification,integration_status,integration_message,integration_error_q_p,integration_error_p_q
0.5,0.25,0.3,0.31622776601683794,0.5165553208304657,0.7261916721936059,1.4058352376007044,0.0468176477771466,0.060629158289626076,0.09063433457984305,0.08348919522373988,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.128370340554909e-10,3.341332766026994e-10
0.5,0.25,0.5,0.0001,0.009277296076512708,0.0973730980703726,10.495848927026449,0.04997638487599705,0.04997638487599306,5.386955904374126,0.5132463264121943,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,5.626610288800293e-13,5.746306208642693e-13
0.5,0.25,0.5,0.00012295426265956227,0.010287105921493464,0.10253564914912713,9.96739509942182,0.05158238832648268,0.05158238832594505,5.014275999502301,0.5030678476607096,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.1578420434108523e-12,3.4124508774269202e-12
0.5,0.25,0.5,0.00015117750706156616,0.011406830970957627,0.10797190962646407,9.465548310601433,0.05320409429023539,0.053204094290285046,4.664230970520711,0.49275866727140527,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.5934892294566794e-12,1.3042969482235378e-12
0.5,0.25,0.5,0.00018587918911465635,0.012648435210200336,0.11369639108507192,8.988968927427592,0.05483833400447035,0.054838334004805867,4.335582472703497,0.4823225564281435,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,2.383891695156848e-12,2.4569790646467027e-12
0.5,0.25,0.5,0.00022854638641349906,0.014025184871959214,0.1197243744802894,8.53638476592607,0.056481621817489044,0.05648162181740874,4.027157027385336,0.47176376625552957,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.0474676681582196e-12,8.369763215831938e-13
0.5,0.25,0.5,0.0002810075242497918,0.01555179018160232,0.12607195092731746,8.106587695380552,0.05813014527752207,0.05813014527750115,3.7378426919808696,0.4610870606025136,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.629214984091078e-12,2.6471741465528e-12
0.5,0.25,0.5,0.0003455107294592218,0.017244562530170673,0.13275606464877804,7.698430413442568,0.0597797573099461,0.05977975731022616,3.4665858994890053,0.4502977507534637,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,5.5826870903885606e-12,2.7547547576389775e-12
0.5,0.25,0.5,0.0004248201698162612,0.01912158875405393,0.139794558195906,7.310823383662011,0.061425971022468294,0.061425971022468294,3.2123884585398534,0.4394017321932293,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,4.10883826962305e-12,4.10883826962305e-12
0.5,0.25,0.5,0.0005223345074266843,0.0212029243824676,0.14720622006191994,6.942731927282761,0.06306395775909482,0.06306395775909482,2.9743047054038225,0.42840552343894145,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.2679579608487757e-12,1.2679579608487757e-12
0.5,0.25,0.5,0.0006422325422229357,0.023510807915912472,0.15501083481122443,6.593173461568317,0.06468854918155195,0.06468854918155195,2.751438802652535,0.41731630734284525,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,6.974462674058657e-12,6.974462674058657e-12
